post_id,post_id,text,post_text,shared_text,time,likes,comments,shares
4439616592785180,4439616592785180,"🔸Agitateur d’élégance : Cravate.tn 👔 crée des accessoires confectionnés dans les meilleurs ateliers Tunisiens , avec le souci du détail et l’élégance en plus.🇹🇳","🔸Agitateur d’élégance : Cravate.tn 👔 crée des accessoires confectionnés dans les meilleurs ateliers Tunisiens , avec le souci du détail et l’élégance en plus.🇹🇳",,2021-09-25 09:54:41,8,0,0
4437964716283701,4437964716283701,"شركة #CAP الصناعية التونسية تفتتح اول مركز تكوين مهني في افريقيا مختص في مجال مهنة طلاء السيارات والهياكل المعدنية 👍🇹🇳

مركز تدريب « HORIZON TRAINING CENTER » او (HTC) هو اول مركز
تكوين مهني في افريقيا للتكوين في مجال دهن وطلاء السيارات والهياكل والهياكل المعدنية تم افتتاحه من قبل شركة Compagnie Africaine des Peintures او (CAP ) وهي اكبر شركة تونسية مختصة في صناعة منتجات دهن وطلاء السيارت والهياكل المعدنية.

هذا المركز المصادق عليه من قبل وزارة التكوين المهني والتشغيل مجهز بأحدث التجهيزات والمعدات ويشرف عليه عدد من الخبراء في المجال يقدمون دروس نظرية وتطبيقية وفقا لمناهج تعليم معترف بها دوليا. ويتم اختتام كل دورة بتقديم شهادة معترف بها.

برامج التكوين في مركز “HTC” موجهة للشباب التونسي العاطل عن العمل والذي يبحث عن تعلم مهنة دهن وطلاء السيارات والعربات والهياكل المعدنية وهو ايضا موجه لحرفاء وشركاء شركة “CAP” في مجال التكوين المستمر واكتساب مهارات في التقنيات الجديدة.

وتجدر الاشارة الى ان شركة CAP هي شركة تونسية رائدة افريقيا في تصنيع مواد دهن وطلاء السيارات والعربات والهياكل المعدنية منتجة لعديد العلامات على غرار Extracolor و Jolycolor ومنتجاتها تتواجد في اسواق اكثر من 40 بلد في افريقيا والشرق الاوسط.
المقال على الرابط التالي: https://bit.ly/3o0jUO6
#تونس_الناجحة","شركة #CAP الصناعية التونسية تفتتح اول مركز تكوين مهني في افريقيا مختص في مجال مهنة طلاء السيارات والهياكل المعدنية 👍🇹🇳

مركز تدريب « HORIZON TRAINING CENTER » او (HTC) هو اول مركز
تكوين مهني في افريقيا للتكوين في مجال دهن وطلاء السيارات والهياكل والهياكل المعدنية تم افتتاحه من قبل شركة Compagnie Africaine des Peintures او (CAP ) وهي اكبر شركة تونسية مختصة في صناعة منتجات دهن وطلاء السيارت والهياكل المعدنية.

هذا المركز المصادق عليه من قبل وزارة التكوين المهني والتشغيل مجهز بأحدث التجهيزات والمعدات ويشرف عليه عدد من الخبراء في المجال يقدمون دروس نظرية وتطبيقية وفقا لمناهج تعليم معترف بها دوليا. ويتم اختتام كل دورة بتقديم شهادة معترف بها.

برامج التكوين في مركز “HTC” موجهة للشباب التونسي العاطل عن العمل والذي يبحث عن تعلم مهنة دهن وطلاء السيارات والعربات والهياكل المعدنية وهو ايضا موجه لحرفاء وشركاء شركة “CAP” في مجال التكوين المستمر واكتساب مهارات في التقنيات الجديدة.

وتجدر الاشارة الى ان شركة CAP هي شركة تونسية رائدة افريقيا في تصنيع مواد دهن وطلاء السيارات والعربات والهياكل المعدنية منتجة لعديد العلامات على غرار Extracolor و Jolycolor ومنتجاتها تتواجد في اسواق اكثر من 40 بلد في افريقيا والشرق الاوسط.
المقال على الرابط التالي: https://bit.ly/3o0jUO6
#تونس_الناجحة",,2021-09-24 20:45:58,123,1,28
4437536139659892,4437536139659892,"في اطار سعيها للدخول للسوق الروسية ...عديد المنتجات الغذائية التونسية تشارك في World Food Moscou بموسكو وهو اكبر صالون في روسيا للتعريف بمنتجات الصناعات الغذائية 👍🇹🇳
#تونس_الناجحة","في اطار سعيها للدخول للسوق الروسية ...عديد المنتجات الغذائية التونسية تشارك في World Food Moscou بموسكو وهو اكبر صالون في روسيا للتعريف بمنتجات الصناعات الغذائية 👍🇹🇳
#تونس_الناجحة",,2021-09-24 17:51:51,222,19,29
4437401836339989,4437401836339989,"مشروع انجز بخبرات وسواعد تونسية100بالمائة ..خلال الايام القادمة ربط محطة تطاوين للطاقة الشمسية بشبكات الكهرباء👍🇹🇳

بعد ان تعطل ربط المشروع بشبكة الكهرباء رغم انتهاء الاشغال منذ سنة 2019. أكّد المدير التجاري والتسويق بالشركة التونسية للكهرباء والغاز، سامي بن حميدة، أنّ ملف محطة تطاوين لإنتاج الكهرباء بالطاقة الشمسية في ولاية تطاوين في طور إيجاد الحلول وسيتم ربط المحطة بشبكة الشركة خلال الأيام القليلة القادمة.

وأوضح بن حميدة أن الأسبوع الفارط دارت نقاشات بين الرئيس المدير العام للشركة التونسية للكهرباء والغاز، هشام عنان والأمين العام للاتحاد العام التونسي للشغل، نور الدين الطبوبي، أفضت إلى نتائج إيجابية.

وتجدر الاشارة الى محطة إنتاج الكهرباء بالطاقة الشمسية في ولاية تطاوين هي اكبر محطة طاقة شمسية في تونس وواحدة من احسن محطات الطاقة الشمسية في افريقيا من حيث التكنولوجيا واكثرها جودة.

هذه المحطة المتميزة هي مشروع اطلقته الشركة التونسية للأنشطة البترولية بالشراكة مع شركة » ايني » الايطالية و انجز بسواعد وخبرات وكفاءات تونسية 100 بالمئة من قبل شركة سوكوبات Socobat التونسية التي كلفت بعملية المقاولات.
هذا المشروع يتميز باستخدامه تكنولوجيا متطورة وهي نظام les traqueurs اي ان اللوحات الشمسية تتحرك حسب تحرك الشمس وذلك لتوفير اكبر مردودية ممكنة، حيث سيعمل بطاقة 10 ميغاواط و وسيوفر 4000 طن مكافئ نفط من الطاقة الأولية،
المقال على الرابط التالي: https://bit.ly/3hZSgwT
#تونس_الناجحة","مشروع انجز بخبرات وسواعد تونسية100بالمائة ..خلال الايام القادمة ربط محطة تطاوين للطاقة الشمسية بشبكات الكهرباء👍🇹🇳

بعد ان تعطل ربط المشروع بشبكة الكهرباء رغم انتهاء الاشغال منذ سنة 2019. أكّد المدير التجاري والتسويق بالشركة التونسية للكهرباء والغاز، سامي بن حميدة، أنّ ملف محطة تطاوين لإنتاج الكهرباء بالطاقة الشمسية في ولاية تطاوين في طور إيجاد الحلول وسيتم ربط المحطة بشبكة الشركة خلال الأيام القليلة القادمة.

وأوضح بن حميدة أن الأسبوع الفارط دارت نقاشات بين الرئيس المدير العام للشركة التونسية للكهرباء والغاز، هشام عنان والأمين العام للاتحاد العام التونسي للشغل، نور الدين الطبوبي، أفضت إلى نتائج إيجابية.

وتجدر الاشارة الى محطة إنتاج الكهرباء بالطاقة الشمسية في ولاية تطاوين هي اكبر محطة طاقة شمسية في تونس وواحدة من احسن محطات الطاقة الشمسية في افريقيا من حيث التكنولوجيا واكثرها جودة.

هذه المحطة المتميزة هي مشروع اطلقته الشركة التونسية للأنشطة البترولية بالشراكة مع شركة » ايني » الايطالية و انجز بسواعد وخبرات وكفاءات تونسية 100 بالمئة من قبل شركة سوكوبات Socobat التونسية التي كلفت بعملية المقاولات.
هذا المشروع يتميز باستخدامه تكنولوجيا متطورة وهي نظام les traqueurs اي ان اللوحات الشمسية تتحرك حسب تحرك الشمس وذلك لتوفير اكبر مردودية ممكنة، حيث سيعمل بطاقة 10 ميغاواط و وسيوفر 4000 طن مكافئ نفط من الطاقة الأولية،
المقال على الرابط التالي: https://bit.ly/3hZSgwT
#تونس_الناجحة",,2021-09-24 17:01:17,378,34,145
4437268793019960,4437268793019960,"مشروع انجز بخبرات وسواعد تونسية100بالمائة ..خلال الايام القادمة ربط محطة تطاوين للطاقة الشمسية بشبكات الكهرباء - Successful Tunisia

SUCCESSFULTUNISIA.COM
مشروع انجز بخبرات وسواعد تونسية100بالمائة ..خلال الايام القادمة ربط محطة تطاوين للطاقة الشمسية بشبكات الكهرباء - Successful Tunisia",مشروع انجز بخبرات وسواعد تونسية100بالمائة ..خلال الايام القادمة ربط محطة تطاوين للطاقة الشمسية بشبكات الكهرباء - Successful Tunisia,"SUCCESSFULTUNISIA.COM
مشروع انجز بخبرات وسواعد تونسية100بالمائة ..خلال الايام القادمة ربط محطة تطاوين للطاقة الشمسية بشبكات الكهرباء - Successful Tunisia",2021-09-24 16:11:47,260,6,42
4437117613035078,4437117613035078,"الانتاج الوطني من النفط الخام يرتفع بنسبة 14 بالمائة ومن الغاز الطبيعي بنسبة 52 بالمائة موفى جويلية 2021
المقال على الرابط التالي: https://bit.ly/3o1jA1y","الانتاج الوطني من النفط الخام يرتفع بنسبة 14 بالمائة ومن الغاز الطبيعي بنسبة 52 بالمائة موفى جويلية 2021
المقال على الرابط التالي: https://bit.ly/3o1jA1y",,2021-09-24 15:16:40,133,19,43
4436996279713878,4436996279713878,"طاقة: الانتاج الوطني من النفط الخام يرتفع بنسبة 14 بالمائة ومن الغاز الطبيعي بنسبة 52 بالمائة موفى جويلية 2021 - Successful Tunisia

SUCCESSFULTUNISIA.COM
طاقة: الانتاج الوطني من النفط الخام يرتفع بنسبة 14 بالمائة ومن الغاز الطبيعي بنسبة 52 بالمائة موفى جويلية 2021 - Successful Tunisia",طاقة: الانتاج الوطني من النفط الخام يرتفع بنسبة 14 بالمائة ومن الغاز الطبيعي بنسبة 52 بالمائة موفى جويلية 2021 - Successful Tunisia,"SUCCESSFULTUNISIA.COM
طاقة: الانتاج الوطني من النفط الخام يرتفع بنسبة 14 بالمائة ومن الغاز الطبيعي بنسبة 52 بالمائة موفى جويلية 2021 - Successful Tunisia",2021-09-24 14:35:14,161,16,31
4436896813057158,4436896813057158,"بهدف دعم ثقافة القراءة والمطالعة المكتبة الوطنية تقوم بتركيز فضاء لليافعين يضم قاعة للأطفال وقاعة لتلاميذ المعاهد الاعدادية مع فضاء لأولياء الذين يصطحبون أطفالهم ويريدون المطالعة. 👍🇹🇳
#تونس_الناجحة","بهدف دعم ثقافة القراءة والمطالعة المكتبة الوطنية تقوم بتركيز فضاء لليافعين يضم قاعة للأطفال وقاعة لتلاميذ المعاهد الاعدادية مع فضاء لأولياء الذين يصطحبون أطفالهم ويريدون المطالعة. 👍🇹🇳
#تونس_الناجحة",,2021-09-24 14:00:00,66,0,8
4432408626839310,4432408626839310,🔸الاستاذ المبدع الفنان ،استاذ الصيدلة و مسؤول بمخبر التحاليل بالمستشفى الجامعي فطومة بورقيبة بالمنستير الرجل الخلوق السيد سامي نعمان يقدم للمنستير عملا فنيا على الحجارة الصخرية المترامية على الشريط البحري لمدينة المنستير عروس البحر زادها من رونقها و بهاءها.. مشكور على المجهود و الحس الفني الرائع ❤️,🔸الاستاذ المبدع الفنان ،استاذ الصيدلة و مسؤول بمخبر التحاليل بالمستشفى الجامعي فطومة بورقيبة بالمنستير الرجل الخلوق السيد سامي نعمان يقدم للمنستير عملا فنيا على الحجارة الصخرية المترامية على الشريط البحري لمدينة المنستير عروس البحر زادها من رونقها و بهاءها.. مشكور على المجهود و الحس الفني الرائع ❤️,,2021-09-23 06:49:56,571,45,70
4431298860283620,4431298860283620,"في مسابقة ضمّت 110 بلدان : المربّي التونسي نبيل بن حميدة ضمن أفضل 100 معلم في العالم - Successful Tunisia

SUCCESSFULTUNISIA.COM
في مسابقة ضمّت 110 بلدان : المربّي التونسي نبيل بن حميدة ضمن أفضل 100 معلم في العالم - Successful Tunisia",في مسابقة ضمّت 110 بلدان : المربّي التونسي نبيل بن حميدة ضمن أفضل 100 معلم في العالم - Successful Tunisia,"SUCCESSFULTUNISIA.COM
في مسابقة ضمّت 110 بلدان : المربّي التونسي نبيل بن حميدة ضمن أفضل 100 معلم في العالم - Successful Tunisia",2021-09-22 22:14:27,135,8,15
4430718517008321,4430718517008321,"تحت شعار ” موروث - معرفة - اكتشاف - مشاركة""انطلقت اليوم الاربعاء22 سبتمبر2021 بمنطقة #ڨصر_الخراشفة التابعة لمعتمدية #بني_خداش من ولاية مدنين، فعاليات الدورة الخامسة من #المهرجان_العالمي-للخبز الذي تنظمه جمعية""Plus نكهة بلادي"" بالشراكة مع جمعية"" ڨصر الخراشفة "".
هذا و يتواصل المهرجان الى غاية يوم 26 من نفس الشهر حيث تدور فعالیاته بین جزیرة جربة و قصر الخراشفة من معتمدية بني خداش .
ويتضمن المهرجان ورشات في طهي الخبز التقليدي بوسائل تقليدية يشارك فيه اكثر من 30 متسابق من مختلف مناطق البلاد التونسية ومن خارجها عل. غرار ليبيا وكندا ... هذا الى جانب فقرات و لوحات فنية متنوعة .
ویحتفي هذا المهرجان بالموروث الغذائي من خلال تثمین المطبخ التقلیدي و السعي الى خلق وجھة سیاحیة غذائیة عبر دعم السیاحة الغذائیة في البلاد التونسية وفق ما صرحت به المكلفة بالاعلام بالمهرجان نوال الربعي للزميلة هادية قاري الصويعي .","تحت شعار ” موروث - معرفة - اكتشاف - مشاركة""انطلقت اليوم الاربعاء22 سبتمبر2021 بمنطقة #ڨصر_الخراشفة التابعة لمعتمدية #بني_خداش من ولاية مدنين، فعاليات الدورة الخامسة من #المهرجان_العالمي-للخبز الذي تنظمه جمعية""Plus نكهة بلادي"" بالشراكة مع جمعية"" ڨصر الخراشفة "".
هذا و يتواصل المهرجان الى غاية يوم 26 من نفس الشهر حيث تدور فعالیاته بین جزیرة جربة و قصر الخراشفة من معتمدية بني خداش .
ويتضمن المهرجان ورشات في طهي الخبز التقليدي بوسائل تقليدية يشارك فيه اكثر من 30 متسابق من مختلف مناطق البلاد التونسية ومن خارجها عل. غرار ليبيا وكندا ... هذا الى جانب فقرات و لوحات فنية متنوعة .
ویحتفي هذا المهرجان بالموروث الغذائي من خلال تثمین المطبخ التقلیدي و السعي الى خلق وجھة سیاحیة غذائیة عبر دعم السیاحة الغذائیة في البلاد التونسية وفق ما صرحت به المكلفة بالاعلام بالمهرجان نوال الربعي للزميلة هادية قاري الصويعي .",,2021-09-22 18:05:57,70,0,15
4430134923733347,4430134923733347,"مشروع تونسي إيطالي لتحلية المياه المتملحة للآبار - Successful Tunisia

SUCCESSFULTUNISIA.COM
مشروع تونسي إيطالي لتحلية المياه المتملحة للآبار - Successful Tunisia",مشروع تونسي إيطالي لتحلية المياه المتملحة للآبار - Successful Tunisia,"SUCCESSFULTUNISIA.COM
مشروع تونسي إيطالي لتحلية المياه المتملحة للآبار - Successful Tunisia",2021-09-22 14:22:53,154,2,27
4430016420411864,4430016420411864,"في اليوم العالمي دون سيارات : وزير النقل معز شقشوق يستعمل الحافلة والمترو للتنقل إلى العمل 👍🇹🇳
#تونس_الناجحة","في اليوم العالمي دون سيارات : وزير النقل معز شقشوق يستعمل الحافلة والمترو للتنقل إلى العمل 👍🇹🇳
#تونس_الناجحة",,2021-09-22 13:40:17,936,198,32
4427714387308734,4427714387308734,"علامة ZEN التونسية تفتتح نقطة بيع جديدة في مدينة وهران الجزائرية
وحفل الافتتاح يشهد اقبالا كبير من المواطنين الجزائريين 👍🇹🇳
المقال على الرابط التالي:https://bit.ly/3lGfJ7g
#تونس_الناجحة","علامة ZEN التونسية تفتتح نقطة بيع جديدة في مدينة وهران الجزائرية
وحفل الافتتاح يشهد اقبالا كبير من المواطنين الجزائريين 👍🇹🇳
المقال على الرابط التالي:https://bit.ly/3lGfJ7g
#تونس_الناجحة",,2021-09-21 20:35:39,227,10,35
4427355974011242,4427355974011242,"مشروع FUZE فكرة شبابية وتطبيقة مبتكرة لتحسين خدمات النقل 👍🇹🇳

من رحم المعانات اليومية التي يوجهها المواطن التونسي مع وسائل النقل ولدت فكرة ومشروع FUZE وهي تطبيقه طورها شباب تونسي بالتعاون مع وكالات اسفار تهدفPlus لتمكين المواطن من استعمال وسائل نقل جماعي مريحة وبسعر معقول وذلك للتنقل لعمله او دراسته او لقضاء شؤونه الخاصة.

هذه الفكرة المبتكرة تتيح للمواطن تحميل تطبيقه Fuze Tunisie على هاتفه ومن ثم حجز مكان في حافلة نقل صغيرة Microbus تتوفر فيها كل ظروف الراحة في واحدة انطلاقا من محطة Central Park بالعاصمة الى واخدة من المحطات التالية وهي، المركز العمراني الشمالي centre urbain nord، ، قمرت، حي النصر، وقريبا اريانة، المروج، منوبة وحمام الانف .

الحافلات المنخرطة في التطبيقة تقوم فقط بنقل الاشخاص الذين قاموا بالحجز المسبق.

وتجدر الاشارة الى ان الحافلات Microbus المنخرطة في خذه التطبيقة جميعها تابعة لوكالات اسفار وتتوفر فيها كل ظروف الراحة من مكيفات هواء ونظافة ومقاعد في حالة جيدة.
المقال: https://bit.ly/3nU072T
#تونس_الناجحة","مشروع FUZE فكرة شبابية وتطبيقة مبتكرة لتحسين خدمات النقل 👍🇹🇳

من رحم المعانات اليومية التي يوجهها المواطن التونسي مع وسائل النقل ولدت فكرة ومشروع FUZE وهي تطبيقه طورها شباب تونسي بالتعاون مع وكالات اسفار تهدفPlus لتمكين المواطن من استعمال وسائل نقل جماعي مريحة وبسعر معقول وذلك للتنقل لعمله او دراسته او لقضاء شؤونه الخاصة.

هذه الفكرة المبتكرة تتيح للمواطن تحميل تطبيقه Fuze Tunisie على هاتفه ومن ثم حجز مكان في حافلة نقل صغيرة Microbus تتوفر فيها كل ظروف الراحة في واحدة انطلاقا من محطة Central Park بالعاصمة الى واخدة من المحطات التالية وهي، المركز العمراني الشمالي centre urbain nord، ، قمرت، حي النصر، وقريبا اريانة، المروج، منوبة وحمام الانف .

الحافلات المنخرطة في التطبيقة تقوم فقط بنقل الاشخاص الذين قاموا بالحجز المسبق.

وتجدر الاشارة الى ان الحافلات Microbus المنخرطة في خذه التطبيقة جميعها تابعة لوكالات اسفار وتتوفر فيها كل ظروف الراحة من مكيفات هواء ونظافة ومقاعد في حالة جيدة.
المقال: https://bit.ly/3nU072T
#تونس_الناجحة",,2021-09-21 17:56:00,962,98,339
4427289440684562,4427289440684562,"بعد ان نجح في الحصول على جائزة Groundbreaker الامريكية ...مهندس تونسي بشركة ميكروسوفت يصدر كتاب جديد - Successful Tunisia

SUCCESSFULTUNISIA.COM
بعد ان نجح في الحصول على جائزة Groundbreaker الامريكية ...مهندس تونسي بشركة ميكروسوفت يصدر كتاب جديد - Successful Tunisia",بعد ان نجح في الحصول على جائزة Groundbreaker الامريكية ...مهندس تونسي بشركة ميكروسوفت يصدر كتاب جديد - Successful Tunisia,"SUCCESSFULTUNISIA.COM
بعد ان نجح في الحصول على جائزة Groundbreaker الامريكية ...مهندس تونسي بشركة ميكروسوفت يصدر كتاب جديد - Successful Tunisia",2021-09-21 17:32:10,109,3,23
4427086804038159,4427086804038159,"ما نتخيلش شكون مالميدان الفني أو الرياضي ما تصورش بعدسة الحبيب هميمة..
ما فماش مسرح ولا ملعب ما صوروش.. الراجل الي الضحكة ما تفارقش وجهو و روحو الخفيفة الي تحفل اي مكان توجد فيه..
يغادرنا اليوم المصور الصحفي وPlus صديق النجوم الحبيب هميمة.. بعد مسيرة كبيرة لسنوات في تخليد الأحداث الفنية و الرياضية..
كل التعازي لعائلة هميمة و الناس الي تعرف حبّوب لكل.","ما نتخيلش شكون مالميدان الفني أو الرياضي ما تصورش بعدسة الحبيب هميمة..
ما فماش مسرح ولا ملعب ما صوروش.. الراجل الي الضحكة ما تفارقش وجهو و روحو الخفيفة الي تحفل اي مكان توجد فيه..
يغادرنا اليوم المصور الصحفي وPlus صديق النجوم الحبيب هميمة.. بعد مسيرة كبيرة لسنوات في تخليد الأحداث الفنية و الرياضية..
كل التعازي لعائلة هميمة و الناس الي تعرف حبّوب لكل.",,2021-09-21 16:13:49,90,19,9
4427032890710217,4427032890710217,"«Version Originale», le nouveau restaurant d’Adam Hotel suites offrant une vue imprenable sur le Lac de Tunis ! - Successful Tunisia

SUCCESSFULTUNISIA.COM
«Version Originale», le nouveau restaurant d’Adam Hotel suites offrant une vue imprenable sur le Lac de Tunis ! - Successful Tunisia","«Version Originale», le nouveau restaurant d’Adam Hotel suites offrant une vue imprenable sur le Lac de Tunis ! - Successful Tunisia","SUCCESSFULTUNISIA.COM
«Version Originale», le nouveau restaurant d’Adam Hotel suites offrant une vue imprenable sur le Lac de Tunis ! - Successful Tunisia",2021-09-21 15:53:58,10,0,7
4426963694050470,4426963694050470,"مطعم « Version Originale » التابع لفندق ADAM Hotel Suites يعطيك رحلة مميزة بين جمال المنظر المطل على البحيرة 2 ولذة اطباق المتوسطية بايادي تونسية
« Version Originale », le nouveau restaurant d’ ADAM HotelPlus Suites , vous invite à découvrir son restaurant offrant une vue imprenable sur le Lac de Tunis !

Comme son nom l’indique, «Version Originale» est la promesse d’une balade ensoleillée avec des plats qui débarquent directement de la Méditerranée et d’Italie pour une expérience culinaire aussi unique qu’originale dans un cadre élégant et raffiné.
Lien article: https://bit.ly/3hQg6ew
Successful Tunisia تونس الناجحة","مطعم « Version Originale » التابع لفندق ADAM Hotel Suites يعطيك رحلة مميزة بين جمال المنظر المطل على البحيرة 2 ولذة اطباق المتوسطية بايادي تونسية
« Version Originale », le nouveau restaurant d’ ADAM HotelPlus Suites , vous invite à découvrir son restaurant offrant une vue imprenable sur le Lac de Tunis !

Comme son nom l’indique, «Version Originale» est la promesse d’une balade ensoleillée avec des plats qui débarquent directement de la Méditerranée et d’Italie pour une expérience culinaire aussi unique qu’originale dans un cadre élégant et raffiné.
Lien article: https://bit.ly/3hQg6ew
Successful Tunisia تونس الناجحة",,2021-09-21 15:27:54,181,17,26
4426747854072054,4426747854072054,"كي تكون نعم المربي و نعم المسؤول و نعم الأب يكون تكريمك هكذا من أبنائك التلاميذ 🌹
📍 تكريم رضا الغربي مدير معهد #بني_خيار من قبل التلاميذ والإطار التربوي بمناسبة الإحالة على شرف المهنة 👍🇹🇳
#تونس_الناجحة","كي تكون نعم المربي و نعم المسؤول و نعم الأب يكون تكريمك هكذا من أبنائك التلاميذ 🌹
📍 تكريم رضا الغربي مدير معهد #بني_خيار من قبل التلاميذ والإطار التربوي بمناسبة الإحالة على شرف المهنة 👍🇹🇳
#تونس_الناجحة",,2021-09-21 14:08:32,1046,22,121
4421386221274884,4421386221274884,"تونسيّة تُنافس على منصب عمدة بوسطن الأمريكية - Successful Tunisia

Une tunisienne compétitive pour le poste de maire américain de Boston - Successful Tunisia

SUCCESSFULTUNISIA.COM
تونسيّة تُنافس على منصب عمدة بوسطن الأمريكية - Successful Tunisia","تونسيّة تُنافس على منصب عمدة بوسطن الأمريكية - Successful Tunisia

Une tunisienne compétitive pour le poste de maire américain de Boston - Successful Tunisia","SUCCESSFULTUNISIA.COM
تونسيّة تُنافس على منصب عمدة بوسطن الأمريكية - Successful Tunisia",2021-09-19 22:06:29,114,3,9
4421354754611364,4421354754611364,"Démarrage des travaux de rénovation de l’hôtel “Les chênes” a Ain Draham - Successful Tunisia

SUCCESSFULTUNISIA.COM
Démarrage des travaux de rénovation de l’hôtel “Les chênes” a Ain Draham - Successful Tunisia",Démarrage des travaux de rénovation de l’hôtel “Les chênes” a Ain Draham - Successful Tunisia,"SUCCESSFULTUNISIA.COM
Démarrage des travaux de rénovation de l’hôtel “Les chênes” a Ain Draham - Successful Tunisia",2021-09-19 21:49:52,24,0,1
4421214371292069,4421214371292069,"تطور مساهمة التونسيين بالخارج في الناتج الداخلي الخام بأكثر من 20 بالمائة - Successful Tunisia

SUCCESSFULTUNISIA.COM
تطور مساهمة التونسيين بالخارج في الناتج الداخلي الخام بأكثر من 20 بالمائة - Successful Tunisia",تطور مساهمة التونسيين بالخارج في الناتج الداخلي الخام بأكثر من 20 بالمائة - Successful Tunisia,"SUCCESSFULTUNISIA.COM
تطور مساهمة التونسيين بالخارج في الناتج الداخلي الخام بأكثر من 20 بالمائة - Successful Tunisia",2021-09-19 20:37:40,89,0,23
4421031187977054,4421031187977054,"حياة الطالبي بلال سفيرة تونس بالهند تحصل على جائزة ""المرأة النشيطة"" - Successful Tunisia

SUCCESSFULTUNISIA.COM
حياة الطالبي بلال سفيرة تونس بالهند تحصل على جائزة ""المرأة النشيطة"" - Successful Tunisia","حياة الطالبي بلال سفيرة تونس بالهند تحصل على جائزة ""المرأة النشيطة"" - Successful Tunisia","SUCCESSFULTUNISIA.COM
حياة الطالبي بلال سفيرة تونس بالهند تحصل على جائزة ""المرأة النشيطة"" - Successful Tunisia",2021-09-19 19:12:58,62,1,4
4420797121333794,4420797121333794,"قاعة السيد سمير الشاوش معلم الفرنسية بمدرسة طريق الشاطئ حمام سوسة.... هي قاعة عملها هو بمجهودو الخاص و صرف عليها بمساعدة إدارة المدرسة و الأولياء 👍🇹🇳
#تونس_الناجحة","قاعة السيد سمير الشاوش معلم الفرنسية بمدرسة طريق الشاطئ حمام سوسة.... هي قاعة عملها هو بمجهودو الخاص و صرف عليها بمساعدة إدارة المدرسة و الأولياء 👍🇹🇳
#تونس_الناجحة",,2021-09-19 17:34:55,963,82,328
4420469998033173,4420469998033173,"الخطوط التونسية تستأنف رحلاتها باتجاه مطاري معيتيقة وبنغازي - Successful Tunisia

SUCCESSFULTUNISIA.COM
الخطوط التونسية تستأنف رحلاتها باتجاه مطاري معيتيقة وبنغازي - Successful Tunisia",الخطوط التونسية تستأنف رحلاتها باتجاه مطاري معيتيقة وبنغازي - Successful Tunisia,"SUCCESSFULTUNISIA.COM
الخطوط التونسية تستأنف رحلاتها باتجاه مطاري معيتيقة وبنغازي - Successful Tunisia",2021-09-19 15:29:33,22,0,2
4420336831379823,4420336831379823,"متطوعو مبادرة Tounes Clean-Up يقومون تحت اشعة الشمس الحارقة بتنظيف شوارع واحياء تونس العتيقة وفرز النفايات القابلة لاعادة الرسكلة.
كل الشكر والاحترام 👍🇹🇳
#تونس_الناجحة","متطوعو مبادرة Tounes Clean-Up يقومون تحت اشعة الشمس الحارقة بتنظيف شوارع واحياء تونس العتيقة وفرز النفايات القابلة لاعادة الرسكلة.
كل الشكر والاحترام 👍🇹🇳
#تونس_الناجحة",,2021-09-19 14:41:15,700,46,53
4420264501387056,4420264501387056,"اختيار اطروحة الباحثة التونسية الشابة ريم عطية حول تصنيع طرق تصنيع دواء للسرطان باستخدام اعشاب تونسية كأحسن اطروحة لسنة 2021 👍🇹🇳

المقال على الاربط التالي: https://bit.ly/3lElORF
#تونس_الناجحة","اختيار اطروحة الباحثة التونسية الشابة ريم عطية حول تصنيع طرق تصنيع دواء للسرطان باستخدام اعشاب تونسية كأحسن اطروحة لسنة 2021 👍🇹🇳

المقال على الاربط التالي: https://bit.ly/3lElORF
#تونس_الناجحة",,2021-09-19 14:15:16,68,1,15
4419988578081315,4419988578081315,"اختيار اطروحة باحثة تونسية حول تصنيع طرق تصنيع دواء للسرطان باستخدام اعشاب تونسية كأحسن اطروحة لسنة 2021 - Successful Tunisia

SUCCESSFULTUNISIA.COM
اختيار اطروحة باحثة تونسية حول تصنيع طرق تصنيع دواء للسرطان باستخدام اعشاب تونسية كأحسن اطروحة لسنة 2021 - Successful Tunisia",اختيار اطروحة باحثة تونسية حول تصنيع طرق تصنيع دواء للسرطان باستخدام اعشاب تونسية كأحسن اطروحة لسنة 2021 - Successful Tunisia,"SUCCESSFULTUNISIA.COM
اختيار اطروحة باحثة تونسية حول تصنيع طرق تصنيع دواء للسرطان باستخدام اعشاب تونسية كأحسن اطروحة لسنة 2021 - Successful Tunisia",2021-09-19 12:29:13,494,11,48
4419899998090173,4419899998090173,"تونس تفوز ببطولة العالم للكرة الحديدية بفرنسا - Successful Tunisia

La Tunisie remporte le championnat du monde de pétanque en France - Successful Tunisia

SUCCESSFULTUNISIA.COM
تونس تفوز ببطولة العالم للكرة الحديدية بفرنسا - Successful Tunisia","تونس تفوز ببطولة العالم للكرة الحديدية بفرنسا - Successful Tunisia

La Tunisie remporte le championnat du monde de pétanque en France - Successful Tunisia","SUCCESSFULTUNISIA.COM
تونس تفوز ببطولة العالم للكرة الحديدية بفرنسا - Successful Tunisia",2021-09-19 11:50:30,451,13,107
